Zoox September 11, 2023 (PDF)	/portal/file/zoox_09112023-pdf/
Beep Inc August 23, 2023 (PDF)	/portal/file/beepinc_08232023-pdf/
Waymo September 3, 2023 (PDF)	/portal/file/waymo_09032023-pdf/
Waymo August 24, 2023 (PDF)	/portal/file/waymo_08242023-pdf/
Waymo August 23, 2023 (PDF)	/portal/file/waymo_08232023-pdf/
Mercedes Benz August 18, 2023 (PDF)	/portal/file/mercedesbenz_08182023-pdf/
Waymo August 20, 2023 (PDF)	/portal/file/waymo_08202023-pdf/
Waymo August 19, 2023 (PDF)	/portal/file/waymo_08192023-pdf/
Zoox August 16, 2023 (PDF)	/portal/file/zoox_08162023-pdf/
Cruise August 18, 2023 (PDF)	/portal/file/cruise_08182023-pdf/
Cruise August 17, 2023 (PDF)	/portal/file/cruise_08172023-pdf/
Cruise August 14, 2023 (PDF)	/portal/file/cruise_08142023-pdf/
Cruise August 8, 2023 (PDF)	/portal/file/cruise_08082023-pdf/
Waymo August 17, 2023 (PDF)	/portal/file/waymo_08172023-pdf/
Waymo August 13, 2023 (PDF)	/portal/file/waymo_08132023-pdf/
Ghost Autonomy Inc, August 14, 2023 (PDF)	/portal/file/ghostautonomy_08142023-pdf/
Waymo August 11, 2023 (PDF)	/portal/file/waymo_08112023-pdf/
WeRide August 11, 2023 (PDF)	/portal/file/weride_08112023-pdf/
Waymo August 2, 2023 (PDF)	/portal/file/waymo_08022023-pdf/
Waymo July 29, 2023 (PDF)	/portal/file/waymo_07292023-pdf/
Cruise July 30, 2023 (PDF)	/portal/file/cruise_07302023-pdf/
Cruise July 28, 2023 (PDF)	/portal/file/cruise_07282023-pdf/
Waymo July 25, 2023 (PDF)	/portal/file/waymo_07252023-pdf/
Waymo July 22, 2023 (PDF)	/portal/file/waymo_07222023-pdf/
Waymo July 21, 2023 (PDF)	/portal/file/waymo_07212023-pdf/
Nuro July 24, 2023 (PDF)	/portal/file/nuro_07242023-pdf/
Cruise July 21, 2023 (A) (PDF)	/portal/file/cruise_07212023-a-pdf/
Cruise July 21, 2023 (B) (PDF)	/portal/file/cruise_07212023-b-pdf/
Waymo July 11, 2023 (PDF)	/portal/file/waymo_071123-pdf/
Waymo July 8, 2023 (PDF)	/portal/file/waymo_070823-pdf/
Waymo July 3, 2023 (PDF)	/portal/file/waymo_070323-pdf/
Cruise July 2, 2023 (PDF)	/portal/file/cruise_070223-pdf/
Waymo June 29, 2023 (1) (PDF)	/portal/file/waymo_062923-1-pdf/
Waymo June 29, 2023 (2) (PDF)	/portal/file/waymo_06292023-2-pdf/
Waymo June 28. 2023 (PDF)	/portal/file/waymo_062823-pdf/
Cruise June 29, 2023 (PDF)	/portal/file/cruise_062923-pdf/
Cruise June 24, 2023 (PDF)	/portal/file/cruise_06242023-pdf/
Cruise June 17, 2023 (2) (PDF)	/portal/file/cruise_061723-2-pdf/
Zoox June 18, 2023 (PDF)	/portal/file/zoox_06182023-pdf/
Waymo June 18, 2023 (PDF)	/portal/file/waymo_06182023-pdf/
Cruise, June 17, 2023 (1) (PDF)	/portal/file/cruise_061723-pdf/
Cruise June 15, 2023 (PDF)	/portal/file/cruise_061523-pdf/
Waymo June 11, 2023 (PDF)	/portal/file/waymo_061123-pdf/
Cruise June 9, 2023 (PDF)	/portal/file/cruise_060923-pdf/
Cruise June 8, 2023 (PDF)	/portal/file/cruise_060823-pdf/
Waymo June 9, 2023 (PDF)	/portal/file/waymo_060923-pdf/
Waymo June 5, 2023 (PDF)	/portal/file/waymo_060523-pdf/
